TICKER,PER,DATE,TIME,OPEN,HIGH,LOW,CLOSE,VOL
SANDP-500,30,20150307,3000,2071.25,2071.29,2071.21,2071.26,29
SANDP-500,30,20150309,170000,2072.25,2075.81,2072.21,2075.35,1491
SANDP-500,30,20150309,173000,2075.36,2077.42,2074.23,2074.84,1320
SANDP-500,30,20150309,180000,2074.89,2078.17,2074.57,2076.9,1255
SANDP-500,30,20150309,183000,2076.54,2078.88,2074.96,2078.34,1201
SANDP-500,30,20150309,190000,2078.32,2079.23,2076.1,2076.72,1047
SANDP-500,30,20150309,193000,2076.73,2077.12,2074.51,2075.66,1113
SANDP-500,30,20150309,200000,2075.64,2078.95,2075.41,2078.61,1002
SANDP-500,30,20150309,203000,2078.57,2079.81,2077.95,2079.78,1098
SANDP-500,30,20150309,210000,2079.79,2083.49,2079.79,2081.88,1232
SANDP-500,30,20150309,213000,2081.86,2082.26,2079.71,2080.05,1280
SANDP-500,30,20150309,220000,2080.03,2082.08,2077.68,2081.48,1280
SANDP-500,30,20150309,223000,2081.49,2082.79,2079.8,2080.7,1171
SANDP-500,30,20150309,230000,2080.71,2082.46,2079.35,2079.38,1181
SANDP-500,30,20150309,233000,2079.39,2079.43,2079.37,2079.43,28
SANDP-500,30,20150310,170000,2076.14,2076.14,2056.14,2059.09,1580
SANDP-500,30,20150310,173000,2059.1,2060.54,2054.15,2056.22,1468
SANDP-500,30,20150310,180000,2056.2,2058.15,2052.72,2057,1321
SANDP-500,30,20150310,183000,2056.16,2061.87,2056.16,2059.96,1254
SANDP-500,30,20150310,190000,2059.95,2060.52,2051.78,2051.78,1224
SANDP-500,30,20150310,193000,2051.74,2053.37,2049.51,2050.87,1266
SANDP-500,30,20150310,200000,2050.35,2053.46,2049.24,2051.72,1274
SANDP-500,30,20150310,203000,2051.73,2055.24,2050.93,2053.76,1126
SANDP-500,30,20150310,210000,2053.72,2053.72,2051.66,2052.36,1126
SANDP-500,30,20150310,213000,2052.39,2054.72,2048.3,2048.64,1108
SANDP-500,30,20150310,220000,2048.65,2051.35,2048.33,2048.84,1048
SANDP-500,30,20150310,223000,2048.62,2052.81,2047.95,2049.94,1105
SANDP-500,30,20150310,230000,2049.98,2050.78,2044.94,2044.94,1203
SANDP-500,30,20150310,233000,2044.9,2044.9,2044.16,2044.16,45
SANDP-500,30,20150311,170000,2044.69,2049.73,2044.69,2047.82,1550
SANDP-500,30,20150311,173000,2047.84,2050.08,2045.86,2047.32,1426
SANDP-500,30,20150311,180000,2047.35,2047.74,2040.74,2043.38,1362
SANDP-500,30,20150311,183000,2043.39,2047.48,2042.85,2047.46,1292
SANDP-500,30,20150311,190000,2047.45,2048.47,2045.98,2046.9,1205
SANDP-500,30,20150311,193000,2046.93,2048.17,2044.62,2045.44,1203
SANDP-500,30,20150311,200000,2045.47,2048.6,2044.97,2047.49,1098
SANDP-500,30,20150311,203000,2047.4,2048.51,2046.54,2047.3,1068
SANDP-500,30,20150311,210000,2047.31,2047.35,2040.99,2043.42,1185
SANDP-500,30,20150311,213000,2043.43,2047.15,2043,2046.05,972
SANDP-500,30,20150311,220000,2046.06,2047.62,2044.24,2047.39,1038
SANDP-500,30,20150311,223000,2047.38,2047.38,2041.41,2041.45,1075
SANDP-500,30,20150311,230000,2041.46,2042.36,2039.69,2040.61,1239
SANDP-500,30,20150311,233000,2040.51,2040.51,2040.24,2040.24,27
SANDP-500,30,20150312,170000,2041.1,2058.83,2041.1,2056.91,1536
SANDP-500,30,20150312,173000,2056.77,2057.91,2054.57,2057.08,1387
SANDP-500,30,20150312,180000,2057.07,2058.26,2055.1,2057.68,1271
SANDP-500,30,20150312,183000,2057.62,2061.65,2056.45,2060.85,1169
SANDP-500,30,20150312,190000,2060.91,2061.46,2059.38,2059.58,1081
SANDP-500,30,20150312,193000,2059.56,2059.63,2058.32,2059.22,1000
SANDP-500,30,20150312,200000,2059.24,2059.6,2057.39,2058.97,1013
SANDP-500,30,20150312,203000,2058.98,2060.81,2058.59,2059.74,977
SANDP-500,30,20150312,210000,2059.73,2061.57,2058.64,2060.65,1034
SANDP-500,30,20150312,213000,2060.66,2061.22,2059.47,2060.8,963
SANDP-500,30,20150312,220000,2060.81,2063.45,2059.29,2063.28,1032
SANDP-500,30,20150312,223000,2063.23,2065.82,2063.23,2065.22,1082
SANDP-500,30,20150312,230000,2065.19,2066.41,2064.21,2065.81,1098
SANDP-500,30,20150312,233000,2065.79,2065.95,2065.79,2065.95,26
SANDP-500,30,20150313,170000,2064.56,2064.56,2057.35,2059.93,1541
SANDP-500,30,20150313,173000,2059.9,2060.4,2053.55,2053.95,1406
SANDP-500,30,20150313,180000,2053.94,2056.77,2046.55,2046.55,1329
SANDP-500,30,20150313,183000,2046.44,2050.19,2043.72,2043.94,1259
SANDP-500,30,20150313,190000,2043.9,2045.65,2041.17,2045.58,1235
SANDP-500,30,20150313,193000,2045.57,2046.76,2042.56,2046.04,1011
SANDP-500,30,20150313,200000,2046.1,2049.61,2046.1,2048.83,800
SANDP-500,30,20150313,203000,2048.76,2048.76,2042.88,2042.88,1154
SANDP-500,30,20150313,210000,2042.87,2046.8,2042.77,2045.5,1094
SANDP-500,30,20150313,213000,2045.52,2045.75,2043.11,2045.54,1125
SANDP-500,30,20150313,220000,2045.58,2045.95,2041.44,2045.32,1158
SANDP-500,30,20150313,223000,2045.3,2049.42,2044.49,2049.42,1091
SANDP-500,30,20150313,230000,2049.41,2055.96,2047.62,2053.35,1123
SANDP-500,30,20150313,233000,2053.34,2053.4,2053.34,2053.4,18
SANDP-500,30,20150316,170000,2055.35,2071.77,2055.35,2070.82,1512
SANDP-500,30,20150316,173000,2070.81,2073.8,2070.75,2071.61,1287
SANDP-500,30,20150316,180000,2071.59,2072.45,2070.5,2072.35,1251
SANDP-500,30,20150316,183000,2072.36,2075.81,2072.08,2074.05,1148
SANDP-500,30,20150316,190000,2074.04,2076.55,2073.99,2075.48,1116
SANDP-500,30,20150316,193000,2075.49,2075.66,2072.62,2073.45,1051
SANDP-500,30,20150316,200000,2073.43,2074.92,2073,2074.14,1009
SANDP-500,30,20150316,203000,2074.13,2074.18,2071.63,2073.87,945
SANDP-500,30,20150316,210000,2073.88,2076.09,2073.69,2075.3,906
SANDP-500,30,20150316,213000,2075.29,2077.42,2074.59,2077.15,894
SANDP-500,30,20150316,220000,2077.16,2079.64,2076.68,2079.34,976
SANDP-500,30,20150316,223000,2079.35,2080.99,2078.23,2079.22,983
SANDP-500,30,20150316,230000,2079.24,2081.41,2078.6,2080.95,1152
SANDP-500,30,20150316,233000,2080.76,2081.19,2080.76,2081.19,31
SANDP-500,30,20150317,170000,2080.59,2080.59,2067.78,2070.75,1468
SANDP-500,30,20150317,173000,2070.77,2071.93,2069.55,2071.7,1312
SANDP-500,30,20150317,180000,2071.72,2072.95,2070.5,2071.42,1182
SANDP-500,30,20150317,183000,2071.43,2071.43,2065.08,2067.72,1239
SANDP-500,30,20150317,190000,2067.73,2068.88,2066.38,2068.88,1081
SANDP-500,30,20150317,193000,2069.03,2069.9,2066.54,2069.58,1060
SANDP-500,30,20150317,200000,2069.59,2072.95,2068.89,2072.95,1009
SANDP-500,30,20150317,203000,2072.97,2074.99,2072.05,2073.81,905
SANDP-500,30,20150317,210000,2073.82,2075.91,2072.76,2075.76,1010
SANDP-500,30,20150317,213000,2075.7,2076.85,2073.05,2073.12,1004
SANDP-500,30,20150317,220000,2073.13,2074.74,2071.95,2074.52,951
SANDP-500,30,20150317,223000,2074.53,2077.87,2074.52,2077.6,998
SANDP-500,30,20150317,230000,2077.59,2078.71,2073.92,2074.16,1086
SANDP-500,30,20150317,233000,2074.23,2074.23,2074.17,2074.2,22
SANDP-500,30,20150318,0,2074.28,2074.28,2074.28,2074.28,1
SANDP-500,30,20150318,170000,2072.84,2072.84,2064.65,2065.88,1485
SANDP-500,30,20150318,173000,2065.89,2070.12,2065.85,2069.59,1287
SANDP-500,30,20150318,180000,2069.58,2069.98,2067.24,2069.74,1164
SANDP-500,30,20150318,183000,2069.73,2070.31,2066.4,2066.45,1130
SANDP-500,30,20150318,190000,2066.46,2068.31,2066.23,2067.62,1065
SANDP-500,30,20150318,193000,2067.5,2067.76,2064.62,2065.91,1032
SANDP-500,30,20150318,200000,2065.92,2067.84,2065.12,2065.14,963
SANDP-500,30,20150318,203000,2065.15,2065.82,2063.72,2064.31,1013
SANDP-500,30,20150318,210000,2064.34,2067.48,2061.23,2067.29,1111
SANDP-500,30,20150318,213000,2067.32,2094.46,2067.32,2091.74,1473
SANDP-500,30,20150318,220000,2091.75,2097.65,2091.47,2095.57,1392
SANDP-500,30,20150318,223000,2095.62,2106.85,2094.75,2101.64,1342
SANDP-500,30,20150318,230000,2101.61,2102.32,2096.41,2099.41,1286
SANDP-500,30,20150318,233000,2099.22,2099.42,2099.22,2099.42,27
SANDP-500,30,20150319,0,2099.5,2099.5,2099.5,2099.5,1
SANDP-500,30,20150319,170000,2098.69,2098.69,2089.81,2094.42,1500
SANDP-500,30,20150319,173000,2094.41,2097.43,2093.16,2095.23,1318
SANDP-500,30,20150319,180000,2095.22,2095.22,2089.92,2091.53,1166
SANDP-500,30,20150319,183000,2091.54,2093.27,2090.21,2091.48,1140
SANDP-500,30,20150319,190000,2091.5,2091.68,2085.56,2088.06,1102
SANDP-500,30,20150319,193000,2088.05,2089.21,2087.18,2089.16,1108
SANDP-500,30,20150319,200000,2089.15,2089.21,2085.84,2086.6,1034
SANDP-500,30,20150319,203000,2086.61,2092.18,2085.76,2091.75,1041
SANDP-500,30,20150319,210000,2091.76,2091.85,2088.29,2088.33,944
SANDP-500,30,20150319,213000,2088.34,2092.44,2088.24,2089.78,1022
SANDP-500,30,20150319,220000,2089.79,2091.89,2088.74,2091.64,953
SANDP-500,30,20150319,223000,2091.65,2092.88,2088.31,2090.39,1041
SANDP-500,30,20150319,230000,2090.36,2092.29,2088.92,2089.57,1154
SANDP-500,30,20150319,233000,2089.47,2089.5,2089.27,2089.27,30
SANDP-500,30,20150320,170000,2090.32,2104.08,2090.32,2102.21,1544
SANDP-500,30,20150320,173000,2102.2,2104.03,2101.64,2102.53,1308
SANDP-500,30,20150320,180000,2102.54,2107.04,2102.45,2106.34,1228
SANDP-500,30,20150320,183000,2106.38,2109.73,2106.38,2109.37,1082
SANDP-500,30,20150320,190000,2109.36,2109.99,2108.14,2108.81,971
SANDP-500,30,20150320,193000,2108.8,2109.85,2108.53,2108.58,922
SANDP-500,30,20150320,200000,2108.64,2112.13,2108.57,2111.7,934
SANDP-500,30,20150320,203000,2111.72,2113.92,2111.32,2113.29,904
SANDP-500,30,20150320,210000,2113.31,2113.87,2112.19,2112.58,892
SANDP-500,30,20150320,213000,2112.57,2113.46,2110.8,2111.37,919
SANDP-500,30,20150320,220000,2111.38,2113.34,2111,2113.34,907
SANDP-500,30,20150320,223000,2113.35,2113.75,2107.82,2108.88,1056
SANDP-500,30,20150320,230000,2108.89,2111.93,2108.45,2108.45,1133
SANDP-500,30,20150320,233000,2108.16,2108.18,2108.06,2108.06,48
SANDP-500,30,20150321,0,2108.1,2108.1,2108.1,2108.1,1
SANDP-500,30,20150323,170000,2107.99,2113.63,2107.9,2111.3,1500
SANDP-500,30,20150323,173000,2111.31,2114.86,2110.99,2113.16,1348
SANDP-500,30,20150323,180000,2113.15,2113.37,2111.34,2112.04,1148
SANDP-500,30,20150323,183000,2112.01,2113.2,2110.88,2111.17,1140
SANDP-500,30,20150323,190000,2111.2,2111.94,2109.8,2111.41,1061
SANDP-500,30,20150323,193000,2111.4,2111.4,2109.19,2110.35,989
SANDP-500,30,20150323,200000,2110.39,2112.71,2110.33,2111.13,934
SANDP-500,30,20150323,203000,2111.12,2111.2,2110.26,2110.26,831
SANDP-500,30,20150323,210000,2110.24,2111.86,2109.82,2110.96,822
SANDP-500,30,20150323,213000,2110.91,2113.82,2110.46,2113.34,912
SANDP-500,30,20150323,220000,2113.32,2113.42,2110.73,2111.37,893
SANDP-500,30,20150323,223000,2111.36,2111.84,2109.66,2110.11,898
SANDP-500,30,20150323,230000,2110.16,2110.44,2104.57,2104.57,1095
SANDP-500,30,20150323,233000,2104.54,2104.54,2104.42,2104.42,23
SANDP-500,30,20150324,170000,2103.94,2104.03,2098.8,2103.14,1521
SANDP-500,30,20150324,173000,2103.19,2106.14,2103.01,2104.1,1380
SANDP-500,30,20150324,180000,2104.11,2104.91,2102.64,2104.02,1213
SANDP-500,30,20150324,183000,2104,2107.63,2102.75,2106.67,1098
SANDP-500,30,20150324,190000,2106.66,2107.13,2105.04,2105.73,950
SANDP-500,30,20150324,193000,2105.7,2106.34,2103.15,2103.15,1001
SANDP-500,30,20150324,200000,2103.16,2103.38,2099.37,2099.41,1092
SANDP-500,30,20150324,203000,2099.36,2101.02,2096.43,2096.9,993
SANDP-500,30,20150324,210000,2096.91,2099.59,2096.38,2099.22,989
SANDP-500,30,20150324,213000,2099.19,2099.19,2094.61,2095.49,1036
SANDP-500,30,20150324,220000,2095.48,2096.85,2093.94,2096,901
SANDP-500,30,20150324,223000,2096.01,2098.63,2093.71,2093.73,992
SANDP-500,30,20150324,230000,2093.71,2095.84,2091.54,2091.54,1187
SANDP-500,30,20150324,233000,2091.51,2091.66,2091.5,2091.5,24
SANDP-500,30,20150325,180000,2091.32,2091.41,2087.59,2090.7,720
SANDP-500,30,20150325,183000,2091.1,2092.36,2086,2087.37,938
SANDP-500,30,20150325,190000,2087.39,2087.39,2075.29,2077.4,979
SANDP-500,30,20150325,193000,2077.42,2078.06,2072.61,2074.77,933
SANDP-500,30,20150325,200000,2074.75,2074.76,2070.83,2074.18,980
SANDP-500,30,20150325,203000,2074.2,2074.5,2069.16,2072.14,973
SANDP-500,30,20150325,210000,2072.13,2075.35,2070.41,2073.21,1154
SANDP-500,30,20150325,213000,2073.2,2075.13,2071.26,2075.1,1148
SANDP-500,30,20150325,220000,2075.11,2075.16,2070.64,2071.55,1085
SANDP-500,30,20150325,223000,2071.54,2071.59,2065.71,2066,1175
SANDP-500,30,20150325,230000,2066.07,2066.8,2061.22,2061.22,1354
SANDP-500,30,20150325,233000,2061.2,2061.2,2061.05,2061.05,26
SANDP-500,30,20150326,170000,2059.94,2059.94,2049.16,2051.42,1423
SANDP-500,30,20150326,173000,2051.46,2052.7,2045.5,2051.7,1261
SANDP-500,30,20150326,180000,2051.67,2056.81,2050.09,2055.96,1283
SANDP-500,30,20150326,183000,2056.01,2056.01,2050.9,2054.56,1221
SANDP-500,30,20150326,190000,2054.57,2061.8,2053.76,2061.8,1243
SANDP-500,30,20150326,193000,2061.81,2062.47,2057.68,2058.12,1208
SANDP-500,30,20150326,200000,2058.11,2061.98,2056.62,2061.56,1150
SANDP-500,30,20150326,203000,2061.55,2061.62,2055.99,2059.72,1075
SANDP-500,30,20150326,210000,2059.69,2067.15,2059.27,2065.8,1129
SANDP-500,30,20150326,213000,2065.82,2065.9,2060.28,2060.28,1110
SANDP-500,30,20150326,220000,2060.27,2063.33,2058.32,2058.87,1110
SANDP-500,30,20150326,223000,2057.86,2059.1,2056.56,2058.19,1062
SANDP-500,30,20150326,230000,2058.18,2062.37,2055.88,2055.88,1065
SANDP-500,30,20150326,233000,2056.28,2056.28,2056.15,2056.15,21
SANDP-500,30,20150327,170000,2055.78,2059.93,2055.27,2059.86,1509
SANDP-500,30,20150327,173000,2059.84,2061.63,2052.96,2058.12,1433
SANDP-500,30,20150327,180000,2058.15,2062.44,2054.29,2062.35,1273
SANDP-500,30,20150327,183000,2062.36,2062.83,2059.17,2059.36,1165
SANDP-500,30,20150327,190000,2059.37,2060.57,2056.65,2058.69,1108
SANDP-500,30,20150327,193000,2058.74,2059.17,2056.44,2057.02,1087
SANDP-500,30,20150327,200000,2057.03,2059.61,2056.77,2059.58,1065
SANDP-500,30,20150327,203000,2059.56,2059.89,2057.05,2058.07,946
SANDP-500,30,20150327,210000,2058.06,2059.79,2056.8,2058.92,1002
SANDP-500,30,20150327,213000,2058.91,2060.02,2057.47,2058.53,998
SANDP-500,30,20150327,220000,2058.55,2058.86,2057.4,2058.54,935
SANDP-500,30,20150327,223000,2058.57,2060.58,2057.55,2058.23,931
SANDP-500,30,20150327,230000,2058.24,2062.79,2058.09,2060.8,1269
SANDP-500,30,20150327,233000,2060.56,2061.02,2060.56,2061.02,25
SANDP-500,30,20150330,170000,2064.11,2083.42,2064.11,2082.57,1531
SANDP-500,30,20150330,173000,2082.59,2083.87,2078.93,2079.65,1390
SANDP-500,30,20150330,180000,2079.68,2082.72,2079.25,2081.83,1291
SANDP-500,30,20150330,183000,2081.82,2082.63,2080.26,2082.01,1201
SANDP-500,30,20150330,190000,2082,2082.94,2081.13,2082.32,1110
SANDP-500,30,20150330,193000,2082.34,2085.09,2082.22,2084.24,1080
SANDP-500,30,20150330,200000,2084.25,2085.36,2083.66,2085.12,965
SANDP-500,30,20150330,203000,2085.11,2087.36,2085.05,2087.33,895
SANDP-500,30,20150330,210000,2087.34,2087.89,2084.57,2085.82,934
SANDP-500,30,20150330,213000,2085.83,2088.25,2085.82,2086.92,925
SANDP-500,30,20150330,220000,2086.94,2088.26,2086.35,2088.26,941
SANDP-500,30,20150330,223000,2088.37,2088.97,2086.42,2087.08,983
SANDP-500,30,20150330,230000,2086.96,2088.26,2085.9,2086.18,1145
SANDP-500,30,20150330,233000,2086.1,2086.25,2086.1,2086.24,30
SANDP-500,30,20150331,170000,2084.05,2084.05,2073.31,2076.74,1502
SANDP-500,30,20150331,173000,2076.73,2080.25,2076.53,2079.14,1327
SANDP-500,30,20150331,180000,2079.13,2081.42,2078.74,2078.74,1158
SANDP-500,30,20150331,183000,2078.73,2083.73,2078.67,2082.25,1108
SANDP-500,30,20150331,190000,2082.08,2082.08,2076.9,2076.9,1049
SANDP-500,30,20150331,193000,2076.88,2077.43,2074.68,2076.97,999
SANDP-500,30,20150331,200000,2076.96,2078.62,2076.2,2077.63,893
SANDP-500,30,20150331,203000,2077.66,2080.29,2077.66,2079.81,885
SANDP-500,30,20150331,210000,2079.8,2081.69,2077.37,2077.8,923
SANDP-500,30,20150331,213000,2077.81,2079.35,2077.41,2077.85,955
SANDP-500,30,20150331,220000,2077.83,2078.97,2076.35,2078.93,972
SANDP-500,30,20150331,223000,2078.92,2078.92,2067.88,2069.61,1104
SANDP-500,30,20150331,230000,2069.6,2071.91,2067.04,2068.72,1077
SANDP-500,30,20150331,233000,2068.09,2068.1,2067.88,2067.89,29
SANDP-500,30,20150401,170000,2067.63,2067.63,2048.38,2051.15,1579
SANDP-500,30,20150401,173000,2051.22,2055.99,2050.2,2054.24,1467
SANDP-500,30,20150401,180000,2054.22,2061.44,2051.55,2059.5,1390
SANDP-500,30,20150401,183000,2059.52,2062.5,2057.48,2057.98,1260
SANDP-500,30,20150401,190000,2057.93,2060.37,2056.45,2057.63,1193
SANDP-500,30,20150401,193000,2057.64,2057.85,2053.89,2056.92,1111
SANDP-500,30,20150401,200000,2056.91,2059.29,2055.33,2057.87,1123
SANDP-500,30,20150401,203000,2057.88,2058.8,2056.08,2058.29,1059
SANDP-500,30,20150401,210000,2058.28,2061.97,2057.94,2060.24,1082
SANDP-500,30,20150401,213000,2060.32,2060.55,2055.17,2055.35,1107
SANDP-500,30,20150401,220000,2055.38,2058.25,2054.13,2056.96,1072
SANDP-500,30,20150401,223000,2056.97,2057.09,2053.54,2055.74,1142
SANDP-500,30,20150401,230000,2055.73,2059.77,2054.58,2059.77,1290
SANDP-500,30,20150401,233000,2059.76,2059.8,2059.69,2059.69,20
SANDP-500,30,20150402,170000,2060.03,2070.98,2057.32,2070.15,1486
SANDP-500,30,20150402,173000,2070.14,2072.17,2067.37,2067.61,1275
SANDP-500,30,20150402,180000,2067.63,2068.13,2065.58,2066.68,1215
SANDP-500,30,20150402,183000,2066.69,2068.73,2066.03,2067.36,1131
SANDP-500,30,20150402,190000,2067.28,2068.65,2064.92,2065.29,1032
SANDP-500,30,20150402,193000,2065.25,2065.25,2061.39,2063.96,1004
SANDP-500,30,20150402,200000,2063.97,2066.65,2063.97,2065.53,948
SANDP-500,30,20150402,203000,2065.54,2067.91,2064.74,2066.81,940
SANDP-500,30,20150402,210000,2066.82,2067.6,2065.17,2067.07,1002
SANDP-500,30,20150402,213000,2067.06,2069.65,2065.91,2068.17,904
SANDP-500,30,20150402,220000,2068.16,2068.23,2064.54,2066.08,939
SANDP-500,30,20150402,223000,2066.07,2066.92,2065.06,2066.69,902
SANDP-500,30,20150402,230000,2066.76,2070.31,2066.22,2067.08,1110
SANDP-500,30,20150402,233000,2067,2067,2066.76,2066.96,20
SANDP-500,30,20150406,170000,2064.87,2069.35,2056.52,2067.84,1484
SANDP-500,30,20150406,173000,2067.83,2077.24,2067.83,2077.22,1388
SANDP-500,30,20150406,180000,2077.16,2079.41,2076.84,2078.59,1209
SANDP-500,30,20150406,183000,2078.6,2080.62,2078.53,2080.06,1097
SANDP-500,30,20150406,190000,2080.04,2082.7,2079.72,2081.8,983
SANDP-500,30,20150406,193000,2081.81,2085.12,2081.78,2084.14,983
SANDP-500,30,20150406,200000,2084.13,2085.18,2083.57,2084.86,891
SANDP-500,30,20150406,203000,2084.85,2086.64,2084.84,2086.49,817
SANDP-500,30,20150406,210000,2086.5,2086.99,2084.87,2085.41,866
SANDP-500,30,20150406,213000,2085.42,2085.7,2083.74,2085.06,891
SANDP-500,30,20150406,220000,2085.07,2086.71,2085.07,2085.82,762
SANDP-500,30,20150406,223000,2085.83,2086.38,2082.85,2082.98,952
SANDP-500,30,20150406,230000,2082.99,2084.08,2080.29,2080.49,1066
SANDP-500,30,20150406,233000,2080.69,2080.81,2080.62,2080.62,28
SANDP-500,30,20150407,170000,2080.79,2088.65,2080.52,2083.96,1497
SANDP-500,30,20150407,173000,2083.98,2087.42,2080.58,2086.43,1317
SANDP-500,30,20150407,180000,2086.47,2089.81,2086.47,2087.57,1177
SANDP-500,30,20150407,183000,2087.56,2087.65,2084.99,2086,1095
SANDP-500,30,20150407,190000,2086.03,2087.81,2086.03,2087.61,964
SANDP-500,30,20150407,193000,2087.6,2088.89,2087.6,2088.66,882
SANDP-500,30,20150407,200000,2088.67,2088.91,2086.07,2086.89,849
SANDP-500,30,20150407,203000,2086.88,2087.98,2086.57,2087.67,832
SANDP-500,30,20150407,210000,2087.68,2087.68,2084.23,2085.19,850
SANDP-500,30,20150407,213000,2085.2,2087.06,2085.16,2087.02,853
